OPERADOR	LÍNEA	NIVEL DE TENSIÓN (kV)	LONGITUD (km)	CAPACIDAD TRANSPORTE NOMINAL (A)	CAPACIDAD TRANSPORTE TÉRMICO (A)	CAPACIDAD TRANSPORTE EMERGENCIA (A)	R1 (Ω/km)	X1 (Ω/km)	B1 (uS/km)	R0 (Ω/km)	X0 (Ω/km)	B0 (uS/km)	CLASE	CONDUCTOR TIPO	CONDUCTOR CALIBRE	FECHA DE ENTRADA	OBSERVACIONES	ACTIVO COMPARTIDO	ACUERDO
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO  PORCE III 1 500 kV	500.0	141.65	1905	2000	2000	0.0262	0.3300	5.1337	0.3706	1.0253	3.5164	Uso		0.00	30/09/2010		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO  PRIMAVERA 1 500 kV	500.0	245.21	2500	2857	3714	0.0247	0.3227	5.0041	0.3297	0.9373	2.8503	Uso		0.00	31/10/2004		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO  SAHAGUN 1 500 kV	500.0	79.10	2400	2449	2668	0.0222	0.3470	4.8779	0.1948	1.3169	3.5815	Uso		0.00	06/08/2022		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO  URRA 1 230 kV	230.0	84.61	800	881	1145	0.0614	0.5175	3.3504	0.3581	1.4443	1.8910	Uso		0.00	17/11/1992		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO  URRA 2 230 kV	230.0	84.64	800	881	1145	0.0614	0.5175	3.3504	0.3581	1.4443	1.8910	Uso		0.00	01/01/1984		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO 3.2  GECELCA 3.2 1 110 KV	110.0	14.44	1761	1761	1761	0.0430	0.2860	5.8350	0.3790	0.9630	3.1780	Cnx		0.00	18/07/2017		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CERROMATOSO 3.2  GECELCA 3.2 2 110 KV	110.0	14.44	1761	1761	1761	0.0430	0.2860	5.8340	0.3830	0.9830	3.1770	Cnx		0.00	18/07/2017		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHINU  EL COPEY 1 500 kV	500.0	232.57	2400	2400	2500	0.0281	0.3116	5.2405	0.2182	1.0025	2.8588	Uso		0.00	30/07/2022		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHINU  MONTERIA (ISA) 1 230 kV	230.0	65.49	1000	1000	1139.2	0.0560	0.3670	4.5070	0.3800	1.3630	2.1540	Uso		0.00	27/12/2018		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHINU  SAHAGUN 1 500 kV	500.0	53.00	2400	2449	2668	0.0222	0.3470	4.8779	0.1948	1.3169	3.5815	Uso		0.00	06/08/2022		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHIVOR  SOCHAGOTA 1 230 kV	230.0	116.03	960	1021	1327	0.0496	0.4848	3.4207	0.2899	1.1766	2.2040	Uso		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHIVOR  SOCHAGOTA 2 230 kV	230.0	116.03	960	1021	1327	0.0496	0.4848	3.4207	0.2899	1.1766	2.2040	Uso		0.00	13/12/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHIVOR  TORCA 1 230 kV	230.0	102.84	960	1021	1040	0.0485	0.5002	3.4186	0.2395	1.1077	2.2018	Uso		0.00	05/12/1993		No	
ISA INTERCOLOMBIA S.A. E.S.P.	CHIVOR  TORCA 2 230 kV	230.0	102.65	960	1021	1040	0.0485	0.5002	3.4186	0.2395	1.1077	2.2018	Uso		0.00	05/12/1993		No	
ISA INTERCOLOMBIA S.A. E.S.P.	COMUNEROS  GUATIGUARA 1 230 kV	230.0	95.24	809	809	1051.7	0.0525	0.4747	3.4314	0.2090	1.0294	2.2000	Uso		0.00	07/03/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	COMUNEROS  LA CIRA INFANTAS 1 230 KV	230.0	17.30	300	350	350	0.0751	0.4924	3.2755	0.3168	1.3006	1.8481	Cnx		0.00	25/01/2010		No	
ISA INTERCOLOMBIA S.A. E.S.P.	EL COPEY  LA LOMA 1 500 kV	500.0	73.00	1905	2476	1905	0.0160	0.3560	4.9138	0.3540	1.2170	3.0213	Uso	ACAR 1250 (18/19)	0.00	22/01/2019		No	
ISA INTERCOLOMBIA S.A. E.S.P.	EL COPEY  VALLEDUPAR 2 220 kV	220.0	96.13	588	588	764	0.0730	0.4970	3.3032	0.3106	1.2969	1.8657	Uso		0.00	30/05/2007		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA (ISA)  ESMERALDA (CHEC) 1 115 kV	115.0	1.70	989	989	1286	0.0646	0.4878	1.2454	0.3500	1.4410	1.7790	Str		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA (ISA)  ESMERALDA (CHEC) 2 115 kV	115.0	1.70	989	989	1286	0.0646	0.4878	1.2454	0.3500	1.4410	1.7790	Str		0.00	01/01/1991		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  LA ENEA 2 230 kV	230.0	31.42	896	896	1164.8	0.0559	0.4671	3.5928	0.2507	1.0847	2.3274	Uso		0.00	30/11/2017		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  LA HERMOSA 1 230 kV	230.0	21.84	1045.68	1045.68	1359.38	0.0525	0.4729	3.5181	0.2547	1.0621	2.3256	Uso		0.00	09/12/1995		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  LA HERMOSA 2 230 kV	230.0	22.10	1000	1000	1000	0.0525	0.4729	3.5181	0.2547	1.0621	2.3556	Uso		0.00	29/11/2018		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  LA VIRGINIA 1 230 kV	230.0	23.85	985	985	1280.5	0.0557	0.4945	3.4585	0.2472	1.1305	2.1893	Uso		0.00	03/11/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  LA VIRGINIA 2 230 kV	230.0	23.85	985	985	1280.5	0.0557	0.4945	3.4585	0.2472	1.1305	2.1893	Uso		0.00	17/01/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  YUMBO 2 230 kV	230.0	194.21	1000	1001	1301	0.0547	0.4618	3.4880	0.4013	1.3275	2.1592	Uso		0.00	04/05/1998		No	
ISA INTERCOLOMBIA S.A. E.S.P.	ESMERALDA  YUMBO 3 230 kV	230.0	194.16	1000	1001	1301	0.0547	0.4618	3.4880	0.4013	1.3275	2.1592	Uso		0.00	01/01/1972		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  JAGUAS 1 230 kV	230.0	18.65	939	939	1220.7	0.0487	0.4178	2.6362	0.3441	1.0840	1.8213	Uso		0.00	01/01/1983		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  JAGUAS 2 230 kV	230.0	14.28	1023	1023	1329.9	0.0535	0.4794	3.4585	0.2451	1.1000	1.9730	Uso		0.00	28/07/1998		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  SAN CARLOS 1 230 kV	230.0	35.77	1154	1154	1442	0.0430	0.4850	3.5350	0.3889	1.3480	2.1405	Uso		0.00	01/01/1993		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  SAN CARLOS 2 230 kV	230.0	35.79	1154	1154	1500.2	0.0430	0.4851	3.5350	0.3887	1.3480	2.1405	Uso		0.00	18/11/1997		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  VARIANTE 1 230 kV	230.0	13.30	998	998	1297	0.0575	0.4786	3.4634	0.2829	1.0933	2.1984	Uso		0.00	01/12/2002		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATAPE  VARIANTE 2 230 kV	230.0	13.31	998	998	1297	0.0575	0.4786	3.4634	0.2829	1.0933	2.1984	Uso		0.00	01/12/2002		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  PALENQUE 1 230 KV	230.0	42.13	1017	1017	1100	0.0520	0.4870	3.4470	0.3600	1.5080	2.2120	Uso		0.00	28/08/2020		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  PALENQUE 2 230 KV	230.0	42.13	1017	1017	1100	0.0520	0.4870	3.4470	0.3600	1.5080	2.2120	Uso		0.00	28/08/2020		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  PRIMAVERA 1 230 kV	230.0	162.93	979	979	1273	0.0543	0.4766	3.5347	0.2658	1.2968	1.9293	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  SOCHAGOTA 1 230 kV	230.0	142.20	830	830	1079	0.0684	0.5133	3.2286	0.4090	1.3289	2.1862	Uso		0.00	24/05/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  SOCHAGOTA 2 230 kV	230.0	155.26	1001	1001	1301.3	0.0501	0.4739	3.4402	0.2965	1.1675	2.0152	Uso		0.00	02/06/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUATIGUARA  TASAJERO 1 230 kV	230.0	127.63	987	987	1283	0.0541	0.4849	3.4530	0.3442	1.6191	1.9065	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUAVIO  CHIVOR 1 230 kV	230.0	22.69	1021	1021	1200	0.0521	0.4984	3.4422	0.3960	1.3448	2.2075	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUAVIO  CHIVOR 2 230 kV	230.0	22.74	1021	1021	1200	0.0521	0.4984	3.4422	0.3960	1.3448	2.2075	Uso		0.00	09/05/1977		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUAVIO  TORCA 1 230 kV	230.0	82.36	1250	1372	1250	0.0331	0.4757	3.5684	0.3770	1.3221	2.2633	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	GUAVIO  TORCA 2 230 kV	230.0	82.30	1250	1372	1250	0.0331	0.4757	3.5684	0.3770	1.3221	2.2633	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	HIDROSOGAMOSO  SOGAMOSO 1 230 kV	230.0	6.70	743	743	906	0.0360	0.2560	1.6533	0.1808	0.7131	0.8435	Cnx	ACAR	900 KCM	20/12/2014		No	
ISA INTERCOLOMBIA S.A. E.S.P.	HIDROSOGAMOSO  SOGAMOSO 2 230 kV	230.0	6.70	743	743	906	0.0360	0.2560	1.6533	0.1808	0.7131	0.8435	Cnx	ACAR	900 KCM	01/12/2014		No	
ISA INTERCOLOMBIA S.A. E.S.P.	HIDROSOGAMOSO  SOGAMOSO 3 230 KV	230.0	6.60	743	743	906	0.0724	0.5244	3.1839	0.2125	0.9520	2.2861	Cnx	ACAR	900 KCM	20/12/2014		No	
ISA INTERCOLOMBIA S.A. E.S.P.	IBAGUE  LA MESA 1 230 kV	230.0	86.79	966	966	1255.8	0.0535	0.4827	3.4693	0.3948	1.3741	2.1802	Uso		0.00	01/01/1976		No	
ISA INTERCOLOMBIA S.A. E.S.P.	IBAGUE  LA MESA 2 230 kV	230.0	86.66	966	966	1255.8	0.0535	0.4827	3.4693	0.3948	1.3741	2.1802	Uso		0.00	04/08/1990		No	
ISA INTERCOLOMBIA S.A. E.S.P.	IBAGUE  TULUNI 1 230 kV	230.0	102.50	895	895	1164	0.0660	0.4940	2.0240	0.2710	1.1420	0.8760	Uso		0.00	19/03/2017		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JAMONDINO  PIMAMPIRO 1 230 KV	230.0	138.71	1118	1118	1229.8	0.0490	0.4927	3.4008	0.2259	1.2596	2.2537	Uso		0.00	25/07/2021		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JAMONDINO  PIMAMPIRO 2 230 KV	230.0	138.71	1118	1118	1229.8	0.0490	0.4927	3.4008	0.2259	1.2596	2.2537	Uso		0.00	25/07/2021		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JAMONDINO  SAN BERNARDINO 1 230 kV	230.0	189.05	800	940	1222	0.0594	0.4789	3.4978	0.4199	1.3576	2.1840	Uso		0.00	31/12/1998		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JAMONDINO  SAN BERNARDINO 2 230 kV	230.0	189.05	800	940	1222	0.0594	0.4789	3.4978	0.4199	1.3576	2.1840	Uso		0.00	04/08/1990		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JUANCHITO  PAEZ 1 230 kV	230.0	35.19	1003	1003	1304	0.0551	0.4777	3.4888	0.3220	1.1784	2.2004	Uso		0.00	01/01/1971		No	
ISA INTERCOLOMBIA S.A. E.S.P.	JUANCHITO  SAN MARCOS (VALLE) 1 230 kV	230.0	21.90	984	984	1279	0.0531	0.4787	3.4753	0.3446	1.2804	2.1937	Uso		0.00	01/01/1987		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA ENEA  ESMERALDA 1 230 kV	230.0	31.42	800	989	1286	0.0541	0.4933	3.4673	0.2456	1.1294	2.1944	Uso		0.00	01/01/1971		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA ENEA  SAN FELIPE 1 230 kV	230.0	65.91	800	895	1164	0.0498	0.4898	3.4938	0.2412	1.1527	2.2060	Uso		0.00	01/01/1971		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA ENEA  SAN FELIPE 2 230 kV	230.0	65.91	896	896	1164.8	0.0520	0.4632	3.6178	0.2466	1.0803	2.3376	Uso		0.00	30/11/2017		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA LOMA  OCAÑA 1 500 kV	500.0	168.00	1905	2476	1905	0.0160	0.3560	4.9138	0.3540	1.2170	3.0213	Uso	ACAR 1250 (18/19)	0.00	22/01/2019		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA MESA  SAN FELIPE 2 230 kV	230.0	77.20	952	952	1237.6	0.0549	0.4936	3.4631	0.2464	1.1295	2.1925	Uso		0.00	28/12/1997		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA SIERRA (ANTIOQUIA)  PRIMAVERA 1 230 kV	230.0	59.78	811	811	1054.3	0.0694	0.5455	3.3318	0.3574	1.5136	1.9402	Uso		0.00	10/12/1993		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA SIERRA (ANTIOQUIA)  PURNIO 1 230 kV	230.0	100.47	984	984	1279.2	0.0544	0.4823	3.4677	0.4261	1.4777	2.1703	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA SIERRA (ANTIOQUIA)  PURNIO 2 230 kV	230.0	100.47	984	984	1279.2	0.0544	0.4823	3.4677	0.4261	1.4777	2.1703	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA SIERRA (ANTIOQUIA)  SAN CARLOS 1 230 kV	230.0	30.18	812	812	1015	0.0782	0.5131	3.3288	0.3563	1.4501	1.8987	Uso		0.00	01/01/1996		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA VIRGINIA  SAN CARLOS 1 500 kV	500.0	212.24	2000	3141	4083	0.0207	0.3155	5.2238	0.3579	1.1073	3.1279	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LA VIRGINIA  SAN MARCOS (VALLE) 1 500 kV	500.0	165.78	2000	3141	4083	0.0216	0.3175	5.2260	0.3588	1.1093	3.1287	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LOS PALOS  GUATIGUARA 1 230 kV	230.0	30.60	836	836	1087	0.0615	0.4834	3.3960	0.2780	1.1970	2.1980	Uso		0.00	14/05/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	LOS PALOS  TOLEDO 1 230 kV	230.0	79.45	800	869	1130	0.0538	0.5162	3.2908	0.2851	1.0413	2.2205	Uso		0.00	20/01/1997		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MALENA  JAGUAS 1 230 kV	230.0	69.35	768	811	811	0.0620	0.5251	3.2566	0.4278	1.2982	2.2120	Uso		0.00	01/01/1984		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MALENA  PRIMAVERA 1 230 kV	230.0	8.23	768	811	811	0.0709	0.5266	3.2764	0.4135	1.3137	2.2365	Uso		0.00	01/01/1984		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MIEL I  PURNIO 1 230 kV	230.0	25.75	988	988	1284.4	0.0543	0.4822	3.4663	0.4364	1.4973	2.1492	Uso		0.00	31/08/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MIEL I  PURNIO 2 230 kV	230.0	25.75	988	988	1284.4	0.0543	0.4822	3.4663	0.4364	1.4973	2.1492	Uso		0.00	27/09/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MIEL I  SAN FELIPE 1 230 kV	230.0	58.73	996	996	1294.8	0.0544	0.4822	3.4677	0.4366	1.4963	2.1704	Uso		0.00	27/09/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MIEL I  SAN FELIPE 2 230 kV	230.0	58.73	996	996	1294.8	0.0544	0.4822	3.4677	0.4366	1.4963	2.1704	Uso		0.00	27/09/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	MONTERIA (ISA)  URABA 1 230 kV	230.0	131.60	1000	1000	1139.2	0.0560	0.3670	4.5070	0.3800	1.3630	2.1540	Uso		0.00	18/03/2019		No	
ISA INTERCOLOMBIA S.A. E.S.P.	NOROESTE  LA MESA 1 230 kV	230.0	40.18	1000	1051	1366	0.0507	0.5007	3.4192	0.2661	1.1025	2.2202	Uso		0.00	16/02/1998		No	
ISA INTERCOLOMBIA S.A. E.S.P.	NOROESTE  PURNIO 1 230 kV	230.0	102.61	970	970	1261	0.0522	0.4587	3.5048	0.4001	1.3271	2.1667	Uso		0.00	09/10/1985		No	
ISA INTERCOLOMBIA S.A. E.S.P.	NOROESTE  PURNIO 2 230 kV	230.0	102.52	970	970	1261	0.0522	0.4587	3.5048	0.4001	1.3271	2.1667	Uso		0.00	01/01/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	OCAÑA  LOS PALOS 1 230 kV	230.0	160.39	887	887	1153.1	0.0649	0.5165	3.3015	0.2937	1.0655	2.2020	Uso		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	OCAÑA  SOGAMOSO 1 500 kV	500.0	163.71	1905	1905	2476	0.0272	0.3300	5.0720	0.4152	0.9800	3.2380	Uso		0.00	22/08/2014		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PAEZ  SAN BERNARDINO 1 230 kV	230.0	117.97	800	1003	1304	0.0565	0.4762	3.5075	0.3736	1.3003	2.1622	Uso		0.00	27/07/1986		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PALENQUE  SOGAMOSO 1 230 KV	230.0	38.45	1017	1017	1100	0.0519	0.4873	3.4470	0.3617	1.5127	2.2129	Uso		0.00	28/08/2020		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PALENQUE  SOGAMOSO 2 230 KV	230.0	38.45	1017	1017	1100	0.0519	0.4873	3.4470	0.3617	1.5127	2.2129	Uso		0.00	28/08/2020		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PANAMERICANA  TULCAN 1 138 kV	138.0	15.49	644	644	837	0.1200	0.5058	3.2483	0.2404	1.2244	1.9506	Uso		0.00	01/01/1995		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PLAYAS  PRIMAVERA 1 230 kV	230.0	104.34	982	982	1276.6	0.0557	0.4774	3.4996	0.2994	1.0319	2.0450	Uso		0.00	23/03/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PORCE III  SAN CARLOS 1 500 kV	500.0	106.47	1905	2000	2000	0.0262	0.3295	5.1376	0.3719	1.0257	3.5091	Uso		0.00	30/09/2010		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PORCE III  SOGAMOSO 1 500 kV	500.0	235.72	2400	2400	2500	0.0240	0.3170	5.1820	0.2802	1.0800	2.6740	Uso		0.00	05/06/2021		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  COMUNEROS 1 230 kV	230.0	111.60	810	810	1053	0.0705	0.5515	3.3305	0.3531	1.5300	1.9165	Uso		0.00	17/06/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  COMUNEROS 2 230 kV	230.0	101.47	809	809	1051.7	0.0727	0.5363	3.2089	0.4255	1.3539	2.1901	Uso		0.00	04/11/1996		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  SAN CARLOS 1 500 kV	500.0	82.64	2500	2857	3714	0.0256	0.3248	5.0178	0.2894	0.8128	3.0224	Uso		0.00	01/12/1991		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  SOGAMOSO 1 500 kV	500.0	135.67	1905	1905	2476	0.0279	0.3310	5.1280	0.4196	0.9801	3.3710	Uso		0.00	22/08/2014		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  TERMOCENTRO 1 230 kV	230.0	8.21	884	884	1149	0.0633	0.4828	3.4167	0.2849	1.1079	2.1890	Cnx		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PRIMAVERA  TERMOCENTRO 2 230 kV	230.0	8.21	884	884	1149	0.0633	0.4828	3.4167	0.2849	1.1079	2.1890	Cnx		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PURNIO  SAN CARLOS 1 230 kV	230.0	91.39	968	968	1258.4	0.0572	0.4609	3.4870	0.4028	1.3294	2.1594	Uso		0.00	25/10/1985		No	
ISA INTERCOLOMBIA S.A. E.S.P.	PURNIO  SAN CARLOS 2 230 kV	230.0	91.39	968	968	1258.4	0.0572	0.4795	3.4870	0.3947	1.3463	2.1592	Uso		0.00	07/12/2001		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SABANALARGA  CHINU 1 500 kV	500.0	182.58	2500	2850	3705	0.0312	0.3346	4.9274	0.2957	0.9649	2.8288	Uso		0.00	25/10/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SABANALARGA  CHINU 2 500 kV	500.0	185.20	2375	2375	3087.5	0.0232	0.3258	5.1401	0.2586	0.9864	3.3838	Uso		0.00	01/01/1989		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAMORE  TOLEDO 1 230 kV	230.0	44.69	868	868	1128.4	0.0682	0.5266	3.2315	0.3002	1.0499	2.1945	Uso		0.00	07/05/1999		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN ANTONIO  SOCHAGOTA 1 230 kV	230.0	30.60	1000	1000	1000	0.0530	0.3656	4.5810	0.4087	1.1787	2.8409	Uso		0.00	16/09/2019		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN ANTONIO  SOCHAGOTA 2 230 kV	230.0	30.60	1000	1000	1000	0.0530	0.3656	4.5810	0.4087	1.1787	2.8409	Uso		0.00	16/09/2019		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN CARLOS  ESMERALDA 1 230 kV	230.0	194.42	970	970	1261	0.0547	0.4969	3.4411	0.2588	1.1268	2.1818	Uso		0.00	18/11/1971		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN CARLOS  ESMERALDA 2 230 kV	230.0	194.42	970	970	1261	0.0547	0.4969	3.4411	0.2588	1.1268	2.1818	Uso		0.00	31/12/1998		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN FELIPE  LA MESA 1 230 kV	230.0	77.20	952	952	1237.6	0.0549	0.4936	3.4631	0.2464	1.1295	2.1925	Uso		0.00	30/12/1997		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN MARCOS (VALLE)  YUMBO 1 230 kV	230.0	6.30	986	986	1281.8	0.0556	0.4827	3.4647	0.2442	1.1031	2.1932	Uso		0.00	31/01/2002		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SAN MATEO (CUCUTA)  OCAÑA 1 230 kV	230.0	120.57	875	875	1137.5	0.0647	0.5131	3.3254	0.2920	1.0764	2.1992	Uso		0.00	26/01/1997		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SOCHAGOTA  PAIPA 1 230 kV	230.0	5.19	1237	1237	1608	0.0425	0.4741	3.4837	0.2907	1.2028	2.2189	Uso		0.00	01/01/1987		No	
ISA INTERCOLOMBIA S.A. E.S.P.	SOCHAGOTA  PAIPA 2 230 kV	230.0	5.19	1237	1237	1608	0.0425	0.4741	3.4837	0.2907	1.2028	2.2189	Uso		0.00	01/01/1987		No	
ISA INTERCOLOMBIA S.A. E.S.P.	TASAJERO  LOS PALOS 1 230 kV	230.0	101.46	820	820	1066	0.0678	0.5311	3.2352	0.4143	1.3398	2.1975	Uso		0.00	01/01/1980		No	
ISA INTERCOLOMBIA S.A. E.S.P.	URABA  URRA 1 230 kV	230.0	51.12	800	879	1143	0.0614	0.5175	3.3504	0.3581	1.4443	1.8910	Uso		0.00	01/01/1992		No	
ISAGEN S.A. E.S.P.	AMALFI  LUZMA I 1 110 kV	110.0	12.43	359.42	359.42	467.27	0.2100	0.5080	3.3010	0.5530	1.3040	2.0840	Str		0.00	07/10/2017		No	
ISAGEN S.A. E.S.P.	AMALFI  LUZMA II 1 110 KV	110.0	12.43	359.42	359.42	467.25	0.2000	0.5100	3.2990	0.0536	1.3850	2.0760	Str		0.00	07/10/2017		No	
ISAGEN S.A. E.S.P.	AMOYA  TULUNI 1 115 kV	115.0	19.56	525	757	560	0.1810	0.4848	1.8100	0.3391	1.2280	0.7562	Cnx		0.00	24/05/2013		No	
ISAGEN S.A. E.S.P.	EL MOLINO  SAN LORENZO 1 110 KV	110.0	2.50	457.2	457.2	457.2	0.2121	0.4848	3.4263	0.5376	1.4590	17.3030	Str		0.00	01/04/2017		No	
ISAGEN S.A. E.S.P.	PUERTO GAITAN  BOSQUES SOLARES DE LOS LLANOS 4 1 115 kV	115.0	1.50	389.87	389.87	522.14	0.2430	0.4940	3.4310	0.5830	1.5150	2.1870	Cnx		0.00	09/12/2022		No	
ISAGEN S.A. E.S.P.	PUERTO GAITAN  BOSQUES SOLARES DE LOS LLANOS 5 1 115 kV	115.0	1.50	389.87	389.87	522.14	0.2430	0.4940	3.4310	0.5830	1.5150	2.1870	Cnx		0.00	12/09/2022		No	
ISAGEN S.A. E.S.P.	SAN MIGUEL  SAN LORENZO 1 110 KV	110.0	11.59	396.7	472	472	0.2003	0.5101	3.2273	0.5050	1.4100	1.7884	Str		0.00	23/12/2015		No	
PCH SAN BARTOLOME S.A.S. E.S.P.	OIBA  OIBITA 1 115 kV	115.0	11.19	111.6	380	129.7	0.2250	0.5020	3.7370	0.4910	1.2230	2.2080	Cnx		0.00	14/05/2023		No	
PCH SAN BARTOLOME S.A.S. E.S.P.	OIBA  SAN BARTOLOME 1 115 kV	115.0	8.29	111.6	380	129.7	0.2240	0.5030	3.7350	0.4790	1.2910	2.2000	Cnx		0.00	14/05/2023		No	
PRIME TERMOFLORES S.A.S. E.S.P.	TERMOFLORES  OASIS 2 110 kV	110.0	3.20	945	979	979	0.0303	0.1997	6.4560	0.3680	1.4810	1.8270	Str	CU	1650	01/01/1999		No	
TERMOYOPAL GENERACION 2 S.A.S E.S.P.	TERMOYOPAL  YOPAL 1 115 kV	115.0	13.66	1200	1200	1200	0.1007	0.4668	3.5639	0.4031	1.3423	2.0643	Cnx		0.00	29/07/2004		Si	Termoyopal 12G3G4G5
