Date,PPPB,ENER,ENER_H,ENER_T,DISPO,DISPO_H,DISPO_T
2018-07-13,100.42291772273167,170665.0,169172.0,1493.0,0.8979452257299263,0.886824178117356,0.9293165467625899
2018-07-14,68.15607193965518,162400.0,161686.0,714.0,0.8878132128459005,0.8785442151342365,0.9140767386091128
2018-07-15,67.52636472095939,142757.0,142043.0,714.0,0.9012562214590276,0.8971166820212023,0.916282273451312
2018-07-16,73.37034819298432,168366.0,167652.0,714.0,0.8842486602916417,0.8856553956075357,0.8847857480439006
2018-07-17,87.93769840028105,170780.0,169604.0,1176.0,0.8733055291773067,0.86996635044623,0.8847857480439006
2018-07-18,113.36571594949358,171107.0,168942.0,2165.0,0.868082067332453,0.8654515834142559,0.8781166307829649
2018-07-19,109.28552553783929,171092.0,169151.0,1941.0,0.8721955061109358,0.8691746578349941,0.8829671183870821
2018-07-20,69.60113283349058,145199.0,144485.0,714.0,0.8680605995008536,0.8684661777917021,0.8705013991804051
2018-07-21,71.33315393695482,160266.0,159552.0,714.0,0.8701247620530335,0.8708890676299118,0.871961525669975
2018-07-22,69.25617855589515,141998.0,141284.0,714.0,0.8663808253459444,0.8653254198190892,0.871961525669975
2018-07-23,123.62336078035959,171972.0,169006.0,2966.0,0.8678577357057555,0.8676273774334567,0.8715325233719419
2018-07-24,86.93542422530301,174991.0,173815.0,1176.0,0.861597177416939,0.8597274243863224,0.8697357651612129
2018-07-25,115.07861191590851,176522.0,174611.0,1911.0,0.8498469854385671,0.8371249106294886,0.8831505551609824
2018-07-26,101.80196303233168,177009.0,175741.0,1268.0,0.8729468906869552,0.8549745953575947,0.9196060483275564
2018-07-27,125.83718540416946,176473.0,173149.0,3324.0,0.8611514218636013,0.8512269622681554,0.8883929852332856
2018-07-28,113.1218480153612,165612.0,163733.0,1879.0,0.8546303824415458,0.8419032317444056,0.8883469726520812
2018-07-29,79.37939253247282,147508.0,146794.0,714.0,0.8564246301238844,0.84399699163741,0.8891857025328642
2018-07-30,122.00342710537737,172817.0,169628.0,3189.0,0.8584272935629517,0.8527505590473785,0.8755157607961611
2018-07-31,114.75465036217808,176046.0,173270.0,2776.0,0.8590692939768088,0.8537426754715147,0.875532818692235
2018-08-01,130.5334001146944,177864.0,172879.0,4985.0,0.8440863557612024,0.8320848510017205,0.8755236336712722
2018-08-02,131.26123526243802,175470.0,170466.0,5004.0,0.8501885568924922,0.8277291315838504,0.9064209945911884
2018-08-03,121.00992319061831,174894.0,171887.0,3007.0,0.8513858572141721,0.8440507257470192,0.8719726408654098
2018-08-04,103.49963180353579,163867.0,162491.0,1376.0,0.8543815218971168,0.8430290704636832,0.8847746328484658
2018-08-05,89.58869662261782,146504.0,145328.0,1176.0,0.8646533257165494,0.8448587204869819,0.9152320187645504
2018-08-06,88.70033207770912,170765.0,169589.0,1176.0,0.8726469509572918,0.8510864250714117,0.9273449096088966
2018-08-07,70.63528675346556,153727.0,153013.0,714.0,0.8736260493457358,0.8526357335021739,0.9272130826889823
2018-08-08,105.27673898550555,172273.0,170577.0,1696.0,0.8734388272268366,0.8530482442867671,0.9253504193998716
2018-08-09,116.87488861278052,174046.0,171673.0,2373.0,0.8572892700747897,0.8290085788982127,0.9276273871413818
2018-08-10,107.15440500151395,175037.0,173311.0,1726.0,0.8660310700713555,0.8450268513343041,0.918175094960528
2018-08-11,109.88736838186531,165870.0,163610.0,2260.0,0.8699523702619103,0.8361639553165228,0.9529709431424459
2018-08-12,85.37107130714017,148232.0,147519.0,713.0,0.8692903945644761,0.849405019154635,0.9192270131291564
2018-08-13,125.47585287220208,172272.0,169557.0,2715.0,0.8472817260978,0.8333585143398972,0.8824510639578378
2018-08-14,135.76924245863398,174902.0,171775.0,3127.0,0.8417452829701128,0.825297508948908,0.8824231589893887
2018-08-15,127.63608545077791,176628.0,173657.0,2971.0,0.8564564595293482,0.8462494842298841,0.882893956921027
2018-08-16,126.19963967639468,176295.0,173150.0,3145.0,0.8533143914140991,0.8417525023743211,0.8828632527080941
2018-08-17,92.88145474614946,175300.0,174125.0,1175.0,0.8576098638550848,0.8490770308596525,0.8828632527080941
2018-08-18,74.19424975554904,163632.0,162919.0,713.0,0.8677071905493404,0.8556379824377311,0.9001659951978961
2018-08-19,71.98846227422142,147545.0,146832.0,713.0,0.8601960311893595,0.8537610534871395,0.8784305615914265
2018-08-20,74.27470929991298,149410.0,148697.0,713.0,0.8606869179618305,0.8591951659297675,0.8670456843697886
2018-08-21,93.50407460848295,172534.0,172072.0,462.0,0.8522583013793099,0.8496350407695528,0.8608391470142208
2018-08-22,117.53044160793596,174951.0,173748.0,1203.0,0.8482411540120879,0.8438773863260449,0.8608422961642652
2018-08-23,140.65024963648344,176058.0,170583.0,5475.0,0.8398019429369257,0.831894030879809,0.8608088801832385
2018-08-24,112.99777080678571,178139.0,176752.0,1387.0,0.8497615153866143,0.8460339871757021,0.8608081803721176
2018-08-25,123.09352563211837,168402.0,166435.0,1967.0,0.8466452616570944,0.8410090820003343,0.8621539171577591
2018-08-26,86.22190788372232,150519.0,149497.0,1022.0,0.8752774981865329,0.8804029513314576,0.8671004445900051
2018-08-27,97.90384684397485,175664.0,174488.0,1176.0,0.8523360546192091,0.8600051325054927,0.8366744940540548
2018-08-28,89.54532573173879,178274.0,177092.0,1182.0,0.8345843361925026,0.8472531610186875,0.8069413565278731
2018-08-29,108.50093321301136,180765.0,179332.0,1433.0,0.8319014024095611,0.8563031480355087,0.7790572668359745
2018-08-30,119.71287696376866,181666.0,178984.0,2682.0,0.849610679250065,0.867892911224009,0.8111739727849823
2018-08-31,141.13873890603574,180143.0,175797.0,4346.0,0.8673231752199847,0.8864377581073727,0.8269363844493556
2018-09-01,129.1052477928067,168268.0,164608.0,3660.0,0.8546974516623914,0.8731185581389276,0.8157850147300506
2018-09-02,77.6898795386461,149213.0,148493.0,720.0,0.8222605927320826,0.8277858722908352,0.8122473702011508
